image_id,file_name,width,height,x_min,y_min,x_max,y_max,class_id
ISIC_0000479,ISIC_0000479.jpg,512,512,16,0,475,493,1
ISIC_0000480,ISIC_0000480.jpg,512,512,110,72,346,408,1
ISIC_0000481,ISIC_0000481.jpg,512,512,2,6,512,512,1
ISIC_0000482,ISIC_0000482.jpg,512,512,70,145,437,384,1
ISIC_0000483,ISIC_0000483.jpg,512,512,81,74,431,405,1
ISIC_0000484,ISIC_0000484.jpg,512,512,36,44,512,424,1
ISIC_0000485,ISIC_0000485.jpg,512,512,0,0,511,511,1
ISIC_0000486,ISIC_0000486.jpg,512,512,131,107,359,419,1
ISIC_0000487,ISIC_0000487.jpg,512,512,17,75,419,467,1
ISIC_0000488,ISIC_0000488.jpg,512,512,110,142,421,348,1
ISIC_0000489,ISIC_0000489.jpg,512,512,112,0,390,425,1
ISIC_0000490,ISIC_0000490.jpg,512,512,110,92,419,414,1
ISIC_0000491,ISIC_0000491.jpg,512,512,57,15,450,507,1
ISIC_0000492,ISIC_0000492.jpg,512,512,153,99,351,403,1
ISIC_0000493,ISIC_0000493.jpg,512,512,80,50,470,477,1
ISIC_0000494,ISIC_0000494.jpg,512,512,149,125,355,378,1
ISIC_0000495,ISIC_0000495.jpg,512,512,147,101,371,433,1
ISIC_0000496,ISIC_0000496.jpg,512,512,137,35,336,473,1
ISIC_0000498,ISIC_0000498.jpg,512,512,75,115,456,408,1
ISIC_0000499,ISIC_0000499.jpg,512,512,145,113,396,369,1
ISIC_0000500,ISIC_0000500.jpg,512,512,85,165,422,389,1
ISIC_0000501,ISIC_0000501.jpg,512,512,137,112,373,396,1
ISIC_0000503,ISIC_0000503.jpg,512,512,99,102,412,395,1
ISIC_0000504,ISIC_0000504.jpg,512,512,172,95,345,347,1
ISIC_0000505,ISIC_0000505.jpg,512,512,163,82,359,449,1
ISIC_0000506,ISIC_0000506.jpg,512,512,180,159,340,376,1
ISIC_0000507,ISIC_0000507.jpg,512,512,83,38,369,388,1
ISIC_0000508,ISIC_0000508.jpg,512,512,120,75,377,384,1
ISIC_0000509,ISIC_0000509.jpg,512,512,135,33,382,490,1
ISIC_0000510,ISIC_0000510.jpg,512,512,104,87,413,423,1
ISIC_0000511,ISIC_0000511.jpg,512,512,44,11,490,502,1
ISIC_0000513,ISIC_0000513.jpg,512,512,86,107,395,408,1
ISIC_0000514,ISIC_0000514.jpg,512,512,164,105,349,396,1
ISIC_0000515,ISIC_0000515.jpg,512,512,75,59,434,495,1
ISIC_0000517,ISIC_0000517.jpg,512,512,2,0,511,512,1
ISIC_0000518,ISIC_0000518.jpg,512,512,140,77,378,392,1
ISIC_0000519,ISIC_0000519.jpg,512,512,115,5,442,508,1
ISIC_0000520,ISIC_0000520.jpg,512,512,136,200,371,436,1
ISIC_0000521,ISIC_0000521.jpg,512,512,3,85,504,454,1
ISIC_0000522,ISIC_0000522.jpg,512,512,111,25,393,461,1
ISIC_0000523,ISIC_0000523.jpg,512,512,129,105,392,401,1
ISIC_0000524,ISIC_0000524.jpg,512,512,90,75,437,427,1
ISIC_0000525,ISIC_0000525.jpg,512,512,96,65,435,453,1
ISIC_0000527,ISIC_0000527.jpg,512,512,133,57,383,436,1
ISIC_0000528,ISIC_0000528.jpg,512,512,149,116,387,377,1
ISIC_0000529,ISIC_0000529.jpg,512,512,65,44,454,441,1
ISIC_0000530,ISIC_0000530.jpg,512,512,102,87,365,421,1
ISIC_0000531,ISIC_0000531.jpg,512,512,133,82,387,401,1
ISIC_0000532,ISIC_0000532.jpg,512,512,90,124,407,419,1
ISIC_0000533,ISIC_0000533.jpg,512,512,168,4,452,500,1
ISIC_0000534,ISIC_0000534.jpg,512,512,58,35,439,476,1
ISIC_0000535,ISIC_0000535.jpg,512,512,125,47,351,419,1
ISIC_0000536,ISIC_0000536.jpg,512,512,156,170,313,340,1
ISIC_0000537,ISIC_0000537.jpg,512,512,109,20,442,500,1
ISIC_0000538,ISIC_0000538.jpg,512,512,147,97,371,397,1
ISIC_0000539,ISIC_0000539.jpg,512,512,17,0,478,503,1
ISIC_0000540,ISIC_0000540.jpg,512,512,45,28,476,493,1
ISIC_0000541,ISIC_0000541.jpg,512,512,68,107,424,419,1
ISIC_0000542,ISIC_0000542.jpg,512,512,0,105,503,409,1
ISIC_0000543,ISIC_0000543.jpg,512,512,109,31,383,407,1
ISIC_0000544,ISIC_0000544.jpg,512,512,100,104,382,453,1
ISIC_0000545,ISIC_0000545.jpg,512,512,109,9,386,496,1
ISIC_0000546,ISIC_0000546.jpg,512,512,89,50,426,446,1
ISIC_0000547,ISIC_0000547.jpg,512,512,12,54,493,457,1
ISIC_0000548,ISIC_0000548.jpg,512,512,99,59,435,360,1
ISIC_0000549,ISIC_0000549.jpg,512,512,60,1,483,510,1
ISIC_0000550,ISIC_0000550.jpg,512,512,60,78,495,445,1
ISIC_0000552,ISIC_0000552.jpg,512,512,32,35,463,511,1
ISIC_0000554,ISIC_0000554.jpg,512,512,89,33,421,457,1
ISIC_0000555,ISIC_0000555.jpg,512,512,131,111,379,441,1
ISIC_0000556,ISIC_0000556.jpg,512,512,55,18,442,511,1
ISIC_0000882,ISIC_0000882.jpg,512,512,24,49,200,222,1
ISIC_0000900,ISIC_0000900.jpg,512,512,165,83,316,240,1
ISIC_0000999,ISIC_0000999.jpg,512,512,347,61,489,322,1
ISIC_0001100,ISIC_0001100.jpg,512,512,83,171,317,396,1
ISIC_0001102,ISIC_0001102.jpg,512,512,29,38,468,463,1
ISIC_0001103,ISIC_0001103.jpg,512,512,122,76,370,431,1
ISIC_0001105,ISIC_0001105.jpg,512,512,161,133,382,373,1
ISIC_0001106,ISIC_0001106.jpg,512,512,76,96,368,412,1
ISIC_0001118,ISIC_0001118.jpg,512,512,21,9,509,485,1
ISIC_0001119,ISIC_0001119.jpg,512,512,216,150,314,340,1
ISIC_0001126,ISIC_0001126.jpg,512,512,124,116,348,472,1
ISIC_0001128,ISIC_0001128.jpg,512,512,154,122,418,364,1
ISIC_0001131,ISIC_0001131.jpg,512,512,76,0,414,444,1
ISIC_0001133,ISIC_0001133.jpg,512,512,131,120,404,424,1
ISIC_0001134,ISIC_0001134.jpg,512,512,173,164,353,346,1
ISIC_0001140,ISIC_0001140.jpg,512,512,127,66,443,417,1
ISIC_0001142,ISIC_0001142.jpg,512,512,46,1,410,509,1
ISIC_0001148,ISIC_0001148.jpg,512,512,90,73,392,504,1
ISIC_0001152,ISIC_0001152.jpg,512,512,1,30,512,484,1
ISIC_0001163,ISIC_0001163.jpg,512,512,150,151,312,388,1
ISIC_0001181,ISIC_0001181.jpg,512,512,177,139,269,299,1
ISIC_0001184,ISIC_0001184.jpg,512,512,142,223,239,400,1
ISIC_0001185,ISIC_0001185.jpg,512,512,155,147,245,308,1
ISIC_0001186,ISIC_0001186.jpg,512,512,118,210,200,356,1
ISIC_0001188,ISIC_0001188.jpg,512,512,138,119,228,264,1
ISIC_0001190,ISIC_0001190.jpg,512,512,201,204,285,328,1
ISIC_0001191,ISIC_0001191.jpg,512,512,188,171,272,302,1
ISIC_0001204,ISIC_0001204.jpg,512,512,171,131,287,411,1
ISIC_0001212,ISIC_0001212.jpg,512,512,94,119,240,374,1
ISIC_0001213,ISIC_0001213.jpg,512,512,101,210,201,379,1
ISIC_0001216,ISIC_0001216.jpg,512,512,111,206,212,318,1
ISIC_0001242,ISIC_0001242.jpg,512,512,202,168,313,279,1
ISIC_0001247,ISIC_0001247.jpg,512,512,277,159,418,309,1
ISIC_0001254,ISIC_0001254.jpg,512,512,119,132,232,349,1
ISIC_0001262,ISIC_0001262.jpg,512,512,198,239,308,391,1
ISIC_0001267,ISIC_0001267.jpg,512,512,148,108,278,294,1
ISIC_0001275,ISIC_0001275.jpg,512,512,178,83,292,272,1
ISIC_0001286,ISIC_0001286.jpg,512,512,137,112,262,326,1
ISIC_0001292,ISIC_0001292.jpg,512,512,133,93,237,340,1
ISIC_0001296,ISIC_0001296.jpg,512,512,261,181,430,312,1
ISIC_0001299,ISIC_0001299.jpg,512,512,221,24,314,296,1
ISIC_0001306,ISIC_0001306.jpg,512,512,154,103,247,228,1
ISIC_0001367,ISIC_0001367.jpg,512,512,179,33,305,230,1
ISIC_0001372,ISIC_0001372.jpg,512,512,109,179,242,355,1
ISIC_0001374,ISIC_0001374.jpg,512,512,104,194,233,423,1
ISIC_0001385,ISIC_0001385.jpg,512,512,147,100,293,288,1
ISIC_0001423,ISIC_0001423.jpg,512,512,124,46,270,245,1
ISIC_0001427,ISIC_0001427.jpg,512,512,155,91,287,291,1
ISIC_0001442,ISIC_0001442.jpg,512,512,151,129,301,315,1
ISIC_0001449,ISIC_0001449.jpg,512,512,169,95,293,270,1
ISIC_0001769,ISIC_0001769.jpg,512,512,231,162,348,294,1
ISIC_0001852,ISIC_0001852.jpg,512,512,219,206,303,296,1
ISIC_0001871,ISIC_0001871.jpg,512,512,187,163,285,288,1
ISIC_0001960,ISIC_0001960.jpg,512,512,141,242,282,399,1
ISIC_0002093,ISIC_0002093.jpg,512,512,82,38,247,512,1
ISIC_0002107,ISIC_0002107.jpg,512,512,72,184,233,469,1
ISIC_0002206,ISIC_0002206.jpg,512,512,126,88,236,242,1
ISIC_0002246,ISIC_0002246.jpg,512,512,264,173,416,330,1
ISIC_0002251,ISIC_0002251.jpg,512,512,259,251,446,453,1
ISIC_0002287,ISIC_0002287.jpg,512,512,149,121,281,455,1
ISIC_0002353,ISIC_0002353.jpg,512,512,65,181,202,372,1
ISIC_0002374,ISIC_0002374.jpg,512,512,153,134,258,347,1
ISIC_0002438,ISIC_0002438.jpg,512,512,198,142,354,349,1
ISIC_0002439,ISIC_0002439.jpg,512,512,135,23,284,280,1
ISIC_0002453,ISIC_0002453.jpg,512,512,234,38,346,252,1
ISIC_0002459,ISIC_0002459.jpg,512,512,178,12,315,229,1
ISIC_0002469,ISIC_0002469.jpg,512,512,134,159,285,408,1
ISIC_0002476,ISIC_0002476.jpg,512,512,248,204,349,438,1
ISIC_0002488,ISIC_0002488.jpg,512,512,32,209,170,362,1
ISIC_0002489,ISIC_0002489.jpg,512,512,129,65,299,249,1
ISIC_0002616,ISIC_0002616.jpg,512,512,149,228,240,344,1
ISIC_0002647,ISIC_0002647.jpg,512,512,160,154,288,277,1
ISIC_0002673,ISIC_0002673.jpg,512,512,105,185,227,381,1
ISIC_0002780,ISIC_0002780.jpg,512,512,125,235,235,413,1
ISIC_0002806,ISIC_0002806.jpg,512,512,136,150,323,422,1
ISIC_0002829,ISIC_0002829.jpg,512,512,137,279,267,502,1
ISIC_0002836,ISIC_0002836.jpg,512,512,52,201,186,448,1
ISIC_0002871,ISIC_0002871.jpg,512,512,221,166,306,325,1
ISIC_0002879,ISIC_0002879.jpg,512,512,58,168,214,351,1
ISIC_0002885,ISIC_0002885.jpg,512,512,93,190,229,380,1
ISIC_0002948,ISIC_0002948.jpg,512,512,212,170,315,376,1
ISIC_0002975,ISIC_0002975.jpg,512,512,116,182,208,343,1
ISIC_0002976,ISIC_0002976.jpg,512,512,166,153,251,320,1
ISIC_0003005,ISIC_0003005.jpg,512,512,18,132,205,300,1
ISIC_0003056,ISIC_0003056.jpg,512,512,203,95,276,263,1
ISIC_0003174,ISIC_0003174.jpg,512,512,196,231,306,369,1
ISIC_0003308,ISIC_0003308.jpg,512,512,177,198,355,394,1
ISIC_0003346,ISIC_0003346.jpg,512,512,179,231,270,358,1
ISIC_0003462,ISIC_0003462.jpg,512,512,189,176,281,273,1
ISIC_0003539,ISIC_0003539.jpg,512,512,180,32,294,217,1
ISIC_0003559,ISIC_0003559.jpg,512,512,196,239,312,398,1
ISIC_0003582,ISIC_0003582.jpg,512,512,91,122,323,383,1
ISIC_0003657,ISIC_0003657.jpg,512,512,94,174,224,320,1
ISIC_0003728,ISIC_0003728.jpg,512,512,271,168,393,348,1
ISIC_0003805,ISIC_0003805.jpg,512,512,182,109,250,230,1
ISIC_0004110,ISIC_0004110.jpg,512,512,136,95,284,412,1
ISIC_0004115,ISIC_0004115.jpg,512,512,91,89,243,309,1
ISIC_0004168,ISIC_0004168.jpg,512,512,179,171,253,314,1
ISIC_0004309,ISIC_0004309.jpg,512,512,149,185,271,280,1
ISIC_0004337,ISIC_0004337.jpg,512,512,179,176,271,292,1
ISIC_0004346,ISIC_0004346.jpg,512,512,249,182,350,310,1
ISIC_0004715,ISIC_0004715.jpg,512,512,180,78,319,267,1
ISIC_0004985,ISIC_0004985.jpg,512,512,185,181,278,385,1
ISIC_0005000,ISIC_0005000.jpg,512,512,135,112,217,267,1
ISIC_0005187,ISIC_0005187.jpg,512,512,229,139,376,319,1
ISIC_0005247,ISIC_0005247.jpg,512,512,147,77,301,314,1
ISIC_0005548,ISIC_0005548.jpg,512,512,271,137,443,402,1
ISIC_0005555,ISIC_0005555.jpg,512,512,123,127,236,373,1
ISIC_0005620,ISIC_0005620.jpg,512,512,116,122,240,303,1
ISIC_0005639,ISIC_0005639.jpg,512,512,84,8,270,351,1
ISIC_0005666,ISIC_0005666.jpg,512,512,86,133,210,370,1
ISIC_0005787,ISIC_0005787.jpg,512,512,25,171,201,362,1
ISIC_0006021,ISIC_0006021.jpg,512,512,197,167,359,327,1
ISIC_0006114,ISIC_0006114.jpg,512,512,123,206,258,382,1
ISIC_0006193,ISIC_0006193.jpg,512,512,191,130,325,290,1
ISIC_0006350,ISIC_0006350.jpg,512,512,146,98,300,401,1
ISIC_0006612,ISIC_0006612.jpg,512,512,179,116,304,277,1
ISIC_0006651,ISIC_0006651.jpg,512,512,78,171,195,328,1
ISIC_0006671,ISIC_0006671.jpg,512,512,183,282,268,395,1
ISIC_0006711,ISIC_0006711.jpg,512,512,154,155,241,297,1
ISIC_0006776,ISIC_0006776.jpg,512,512,166,163,284,348,1
ISIC_0006795,ISIC_0006795.jpg,512,512,183,165,290,350,1
ISIC_0006800,ISIC_0006800.jpg,512,512,179,149,337,335,1
ISIC_0006815,ISIC_0006815.jpg,512,512,221,158,270,231,1
ISIC_0006914,ISIC_0006914.jpg,512,512,129,132,336,313,1
ISIC_0006940,ISIC_0006940.jpg,512,512,238,223,383,372,1
ISIC_0006982,ISIC_0006982.jpg,512,512,67,126,325,399,1
ISIC_0007038,ISIC_0007038.jpg,512,512,210,192,326,292,1
ISIC_0007087,ISIC_0007087.jpg,512,512,124,70,284,369,1
ISIC_0007141,ISIC_0007141.jpg,512,512,234,132,448,390,1
ISIC_0007156,ISIC_0007156.jpg,512,512,138,172,263,339,1
ISIC_0007241,ISIC_0007241.jpg,512,512,163,126,275,299,1
ISIC_0007322,ISIC_0007322.jpg,512,512,142,137,275,329,1
ISIC_0007332,ISIC_0007332.jpg,512,512,120,174,282,355,1
ISIC_0007344,ISIC_0007344.jpg,512,512,41,259,222,444,1
ISIC_0007475,ISIC_0007475.jpg,512,512,117,117,339,312,1
ISIC_0007528,ISIC_0007528.jpg,512,512,194,165,273,291,1
ISIC_0007557,ISIC_0007557.jpg,512,512,180,136,342,438,1
ISIC_0007693,ISIC_0007693.jpg,512,512,210,145,320,356,1
ISIC_0007760,ISIC_0007760.jpg,512,512,70,137,204,332,1
ISIC_0007788,ISIC_0007788.jpg,512,512,136,204,272,450,1
ISIC_0007796,ISIC_0007796.jpg,512,512,166,147,274,288,1
ISIC_0008029,ISIC_0008029.jpg,512,512,126,152,249,320,1
ISIC_0008116,ISIC_0008116.jpg,512,512,115,147,222,356,1
ISIC_0008145,ISIC_0008145.jpg,512,512,253,114,323,278,1
ISIC_0008207,ISIC_0008207.jpg,512,512,158,140,262,284,1
ISIC_0008236,ISIC_0008236.jpg,512,512,170,152,347,289,1
ISIC_0008256,ISIC_0008256.jpg,512,512,207,163,320,311,1
ISIC_0008280,ISIC_0008280.jpg,512,512,93,117,204,303,1
ISIC_0008294,ISIC_0008294.jpg,512,512,222,156,319,277,1
ISIC_0008347,ISIC_0008347.jpg,512,512,192,264,312,359,1
ISIC_0008396,ISIC_0008396.jpg,512,512,173,221,258,347,1
ISIC_0008403,ISIC_0008403.jpg,512,512,79,143,233,351,1
ISIC_0008406,ISIC_0008406.jpg,512,512,115,216,204,389,1
ISIC_0008507,ISIC_0008507.jpg,512,512,145,168,256,328,1
ISIC_0008524,ISIC_0008524.jpg,512,512,163,201,240,363,1
ISIC_0008528,ISIC_0008528.jpg,512,512,129,140,252,408,1
ISIC_0008541,ISIC_0008541.jpg,512,512,197,212,304,321,1
ISIC_0008552,ISIC_0008552.jpg,512,512,165,195,261,340,1
ISIC_0008600,ISIC_0008600.jpg,512,512,105,70,252,444,1
ISIC_0008626,ISIC_0008626.jpg,512,512,86,181,299,386,1
ISIC_0008659,ISIC_0008659.jpg,512,512,140,265,270,360,1
ISIC_0008785,ISIC_0008785.jpg,512,512,47,147,208,356,1
ISIC_0008807,ISIC_0008807.jpg,512,512,140,230,256,353,1
ISIC_0008879,ISIC_0008879.jpg,512,512,181,175,263,315,1
ISIC_0008913,ISIC_0008913.jpg,512,512,173,89,346,416,1
ISIC_0008992,ISIC_0008992.jpg,512,512,133,163,222,326,1
ISIC_0008993,ISIC_0008993.jpg,512,512,152,153,290,320,1
ISIC_0008998,ISIC_0008998.jpg,512,512,54,86,448,484,1
ISIC_0009035,ISIC_0009035.jpg,512,512,122,83,271,349,1
ISIC_0009078,ISIC_0009078.jpg,512,512,142,182,278,348,1
ISIC_0009083,ISIC_0009083.jpg,512,512,205,48,318,259,1
ISIC_0009160,ISIC_0009160.jpg,512,512,219,80,345,264,1
ISIC_0009165,ISIC_0009165.jpg,512,512,220,196,330,386,1
ISIC_0009188,ISIC_0009188.jpg,512,512,145,198,248,332,1
ISIC_0009201,ISIC_0009201.jpg,512,512,138,115,295,420,1
ISIC_0009252,ISIC_0009252.jpg,512,512,117,180,229,402,1
ISIC_0009297,ISIC_0009297.jpg,512,512,184,196,286,355,1
ISIC_0009298,ISIC_0009298.jpg,512,512,126,244,267,413,1
ISIC_0009344,ISIC_0009344.jpg,512,512,170,150,296,339,1
ISIC_0009430,ISIC_0009430.jpg,512,512,119,110,256,330,1
ISIC_0009504,ISIC_0009504.jpg,512,512,207,224,290,367,1
ISIC_0009533,ISIC_0009533.jpg,512,512,179,105,282,333,1
ISIC_0009564,ISIC_0009564.jpg,512,512,189,104,269,249,1
ISIC_0009583,ISIC_0009583.jpg,512,512,119,170,265,305,1
ISIC_0009599,ISIC_0009599.jpg,512,512,163,168,289,380,1
ISIC_0009758,ISIC_0009758.jpg,512,512,105,85,279,343,1
ISIC_0009800,ISIC_0009800.jpg,512,512,159,164,259,349,1
ISIC_0009860,ISIC_0009860.jpg,512,512,257,133,332,362,1
ISIC_0009868,ISIC_0009868.jpg,512,512,112,144,339,430,1
ISIC_0009869,ISIC_0009869.jpg,512,512,211,172,308,379,1
ISIC_0009873,ISIC_0009873.jpg,512,512,52,44,376,402,1
ISIC_0009874,ISIC_0009874.jpg,512,512,102,140,363,323,1
ISIC_0009875,ISIC_0009875.jpg,512,512,92,74,431,500,1
ISIC_0009877,ISIC_0009877.jpg,512,512,91,71,401,391,1
ISIC_0009879,ISIC_0009879.jpg,512,512,98,64,398,432,1
ISIC_0009880,ISIC_0009880.jpg,512,512,62,76,332,389,1
ISIC_0009881,ISIC_0009881.jpg,512,512,143,73,361,390,1
ISIC_0009883,ISIC_0009883.jpg,512,512,151,96,393,411,1
ISIC_0009884,ISIC_0009884.jpg,512,512,169,147,344,387,1
ISIC_0009885,ISIC_0009885.jpg,512,512,219,133,356,314,1
ISIC_0009888,ISIC_0009888.jpg,512,512,161,143,346,391,1
ISIC_0009889,ISIC_0009889.jpg,512,512,150,152,341,378,1
ISIC_0009891,ISIC_0009891.jpg,512,512,93,86,364,347,1
ISIC_0009895,ISIC_0009895.jpg,512,512,142,99,357,461,1
ISIC_0009896,ISIC_0009896.jpg,512,512,14,4,411,430,1
ISIC_0009897,ISIC_0009897.jpg,512,512,31,0,491,511,1
ISIC_0009898,ISIC_0009898.jpg,512,512,117,45,360,355,1
ISIC_0009899,ISIC_0009899.jpg,512,512,91,28,425,426,1
ISIC_0009901,ISIC_0009901.jpg,512,512,105,54,401,474,1
ISIC_0009902,ISIC_0009902.jpg,512,512,106,100,387,463,1
ISIC_0009904,ISIC_0009904.jpg,512,512,117,10,419,512,1
ISIC_0009906,ISIC_0009906.jpg,512,512,105,100,443,444,1
ISIC_0009909,ISIC_0009909.jpg,512,512,87,163,349,428,1
ISIC_0009910,ISIC_0009910.jpg,512,512,12,120,499,429,1
ISIC_0009914,ISIC_0009914.jpg,512,512,108,75,347,443,1
ISIC_0009915,ISIC_0009915.jpg,512,512,69,49,428,424,1
ISIC_0009917,ISIC_0009917.jpg,512,512,138,168,299,412,1
ISIC_0009918,ISIC_0009918.jpg,512,512,86,20,485,508,1
ISIC_0009919,ISIC_0009919.jpg,512,512,102,119,421,471,1
ISIC_0009920,ISIC_0009920.jpg,512,512,146,81,465,433,1
ISIC_0009921,ISIC_0009921.jpg,512,512,4,25,469,510,1
ISIC_0009923,ISIC_0009923.jpg,512,512,83,84,415,459,1
ISIC_0009925,ISIC_0009925.jpg,512,512,122,23,388,442,1
ISIC_0009927,ISIC_0009927.jpg,512,512,183,29,376,304,1
ISIC_0009928,ISIC_0009928.jpg,512,512,78,6,477,512,1
ISIC_0009929,ISIC_0009929.jpg,512,512,245,204,310,327,1
ISIC_0009930,ISIC_0009930.jpg,512,512,261,177,320,324,1
ISIC_0009931,ISIC_0009931.jpg,512,512,117,78,422,450,1
ISIC_0009932,ISIC_0009932.jpg,512,512,48,116,476,342,1
ISIC_0009933,ISIC_0009933.jpg,512,512,125,107,350,412,1
ISIC_0009934,ISIC_0009934.jpg,512,512,1,4,512,512,1
ISIC_0009935,ISIC_0009935.jpg,512,512,158,144,377,367,1
ISIC_0009936,ISIC_0009936.jpg,512,512,210,197,340,296,1
ISIC_0009937,ISIC_0009937.jpg,512,512,198,130,339,343,1
ISIC_0009938,ISIC_0009938.jpg,512,512,123,62,387,392,1
ISIC_0009939,ISIC_0009939.jpg,512,512,97,118,449,383,1
ISIC_0009940,ISIC_0009940.jpg,512,512,26,10,480,499,1
ISIC_0009941,ISIC_0009941.jpg,512,512,160,122,378,414,1
ISIC_0009942,ISIC_0009942.jpg,512,512,134,110,370,379,1
ISIC_0009943,ISIC_0009943.jpg,512,512,206,108,328,466,1
ISIC_0009944,ISIC_0009944.jpg,512,512,216,106,362,412,1
ISIC_0009945,ISIC_0009945.jpg,512,512,170,120,329,349,1
ISIC_0009946,ISIC_0009946.jpg,512,512,105,58,374,396,1
ISIC_0009947,ISIC_0009947.jpg,512,512,111,147,311,412,1
ISIC_0009948,ISIC_0009948.jpg,512,512,82,26,408,508,1
ISIC_0009949,ISIC_0009949.jpg,512,512,162,86,356,472,1
ISIC_0009950,ISIC_0009950.jpg,512,512,95,128,401,425,1
ISIC_0009951,ISIC_0009951.jpg,512,512,118,109,399,498,1
ISIC_0009953,ISIC_0009953.jpg,512,512,26,77,420,442,1
ISIC_0009954,ISIC_0009954.jpg,512,512,189,130,383,381,1
ISIC_0009955,ISIC_0009955.jpg,512,512,76,150,309,409,1
ISIC_0009956,ISIC_0009956.jpg,512,512,74,112,425,396,1
ISIC_0009958,ISIC_0009958.jpg,512,512,172,115,366,395,1
ISIC_0009960,ISIC_0009960.jpg,512,512,201,165,296,324,1
ISIC_0009961,ISIC_0009961.jpg,512,512,38,132,448,442,1
ISIC_0009962,ISIC_0009962.jpg,512,512,2,5,511,512,1
ISIC_0009964,ISIC_0009964.jpg,512,512,165,156,292,368,1
ISIC_0009965,ISIC_0009965.jpg,512,512,76,38,456,444,1
ISIC_0009966,ISIC_0009966.jpg,512,512,175,78,376,456,1
ISIC_0009967,ISIC_0009967.jpg,512,512,87,152,361,387,1
ISIC_0009969,ISIC_0009969.jpg,512,512,72,120,402,496,1
ISIC_0009970,ISIC_0009970.jpg,512,512,42,4,423,510,1
ISIC_0009971,ISIC_0009971.jpg,512,512,207,171,301,311,1
ISIC_0009972,ISIC_0009972.jpg,512,512,145,207,326,398,1
ISIC_0009973,ISIC_0009973.jpg,512,512,68,29,330,416,1
ISIC_0009974,ISIC_0009974.jpg,512,512,76,3,403,456,1
ISIC_0009975,ISIC_0009975.jpg,512,512,61,68,317,378,1
ISIC_0009976,ISIC_0009976.jpg,512,512,149,133,343,342,1
ISIC_0009977,ISIC_0009977.jpg,512,512,179,75,343,386,1
ISIC_0009978,ISIC_0009978.jpg,512,512,123,120,341,427,1
ISIC_0009979,ISIC_0009979.jpg,512,512,172,145,341,364,1
ISIC_0009980,ISIC_0009980.jpg,512,512,32,2,511,512,1
ISIC_0009981,ISIC_0009981.jpg,512,512,175,235,345,428,1
ISIC_0009982,ISIC_0009982.jpg,512,512,159,116,353,332,1
ISIC_0009987,ISIC_0009987.jpg,512,512,157,73,364,488,1
ISIC_0009988,ISIC_0009988.jpg,512,512,0,2,512,512,1
ISIC_0009990,ISIC_0009990.jpg,512,512,0,2,511,512,1
ISIC_0009991,ISIC_0009991.jpg,512,512,147,28,392,452,1
ISIC_0009992,ISIC_0009992.jpg,512,512,22,43,444,455,1
ISIC_0009993,ISIC_0009993.jpg,512,512,94,78,394,446,1
ISIC_0009994,ISIC_0009994.jpg,512,512,147,108,381,487,1
ISIC_0009995,ISIC_0009995.jpg,512,512,0,2,511,510,1
ISIC_0009998,ISIC_0009998.jpg,512,512,135,55,388,386,1
ISIC_0010000,ISIC_0010000.jpg,512,512,16,0,495,468,1
ISIC_0010002,ISIC_0010002.jpg,512,512,134,38,413,418,1
ISIC_0010003,ISIC_0010003.jpg,512,512,213,130,322,306,1
ISIC_0010005,ISIC_0010005.jpg,512,512,0,56,503,445,1
ISIC_0010006,ISIC_0010006.jpg,512,512,105,28,450,378,1
ISIC_0010009,ISIC_0010009.jpg,512,512,156,217,313,387,1
ISIC_0010010,ISIC_0010010.jpg,512,512,127,96,276,375,1
ISIC_0010011,ISIC_0010011.jpg,512,512,133,64,386,424,1
ISIC_0010013,ISIC_0010013.jpg,512,512,93,147,344,372,1
ISIC_0010014,ISIC_0010014.jpg,512,512,139,115,359,386,1
ISIC_0010015,ISIC_0010015.jpg,512,512,95,41,400,468,1
ISIC_0010016,ISIC_0010016.jpg,512,512,180,172,330,340,1
ISIC_0010017,ISIC_0010017.jpg,512,512,66,80,417,484,1
ISIC_0010018,ISIC_0010018.jpg,512,512,177,125,338,417,1
ISIC_0010019,ISIC_0010019.jpg,512,512,48,82,454,448,1
ISIC_0010020,ISIC_0010020.jpg,512,512,51,52,484,464,1
ISIC_0010021,ISIC_0010021.jpg,512,512,53,16,434,494,1
ISIC_0010022,ISIC_0010022.jpg,512,512,1,74,510,418,1
ISIC_0010023,ISIC_0010023.jpg,512,512,109,50,407,457,1
ISIC_0010024,ISIC_0010024.jpg,512,512,151,158,396,372,1
ISIC_0010025,ISIC_0010025.jpg,512,512,135,100,359,362,1
ISIC_0010028,ISIC_0010028.jpg,512,512,152,118,367,436,1
ISIC_0010029,ISIC_0010029.jpg,512,512,67,22,439,512,1
ISIC_0010032,ISIC_0010032.jpg,512,512,161,32,320,381,1
ISIC_0010034,ISIC_0010034.jpg,512,512,93,66,419,460,1
ISIC_0010036,ISIC_0010036.jpg,512,512,46,43,491,461,1
ISIC_0010037,ISIC_0010037.jpg,512,512,0,5,509,505,1
ISIC_0010038,ISIC_0010038.jpg,512,512,72,2,418,512,1
ISIC_0010041,ISIC_0010041.jpg,512,512,4,1,510,510,1
ISIC_0010042,ISIC_0010042.jpg,512,512,127,143,360,378,1
ISIC_0010043,ISIC_0010043.jpg,512,512,106,78,382,483,1
ISIC_0010044,ISIC_0010044.jpg,512,512,88,167,280,447,1
ISIC_0010046,ISIC_0010046.jpg,512,512,152,100,368,356,1
